"gid" "Title" "Platform" "Metascore" "Avg_Userscore" "Single_player" "Action" "General" "First-Person" "Shooter" "Traditional" "Role-Playing" "Adventure" "Arcade" "Sci-Fi" "Fantasy" "Open-World" "Strategy" "Miscellaneous" "Historic" "2D" "Tactical" "Third-Person" "Real-Time" "Sports" "Racing" "Platformer" "Modern" "Action Adventure" "Team"
"161" 161 "World of Warcraft" "PC" 17 48 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"162" 162 "Grand Theft Auto: San Andreas" "PC" 17 64 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"163" 163 "Flipnote Studio" "DS" 17 59 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"164" 164 "World Soccer Winning Eleven 7 International" "PlayStation2" 17 63 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"165" 165 "NBA 2K2" "Dreamcast" 17 48 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"166" 166 "SoulCalibur II" "PlayStation2" 16 63 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"167" 167 "The Elder Scrolls V: Skyrim" "PlayStation3" 16 40 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"168" 168 "Prince of Persia: The Sands of Time" "Xbox" 16 52 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"169" 169 "Call of Duty 4: Modern Warfare" "PC" 16 60 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"170" 170 "Divinity: Original Sin II - Definitive Edition" "PlayStation4" 16 60 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"171" 171 "God of War III" "PlayStation3" 16 63 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"172" 172 "NFL 2K3" "GameCube" 16 58 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"173" 173 "SSX Tricky" "PlayStation2" 16 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"174" 174 "NHL 2002" "PlayStation2" 16 60 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"175" 175 "Guitar Hero II" "Xbox360" 16 56 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"176" 176 "Prince of Persia: The Sands of Time" "PlayStation2" 16 62 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"177" 177 "Uncharted 3: Drake's Deception" "PlayStation3" 16 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"178" 178 "Rock Band" "Xbox360" 16 57 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"179" 179 "Journey" "PlayStation4" 16 59 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"180" 180 "Bloodborne" "PlayStation4" 16 64 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"181" 181 "Eternal Darkness: Sanity's Requiem" "GameCube" 16 63 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"182" 182 "Warcraft III: Reign of Chaos" "PC" 16 66 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"183" 183 "SSX 3" "GameCube" 16 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"184" 184 "The Sims" "PC" 16 54 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"185" 185 "Banjo-Kazooie" "Nintendo64" 16 66 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"186" 186 "Sid Meier's Gettysburg!" "PC" 16 49 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"187" 187 "Rock Band 2" "Wii" 16 51 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"188" 188 "Forza Motorsport" "Xbox" 16 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"189" 189 "Celeste" "Switch" 16 58 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"190" 190 "Madden NFL 2004" "Xbox" 16 58 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"191" 191 "Super Street Fighter IV" "PlayStation3" 16 53 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"192" 192 "World Soccer Winning Eleven 7 International" "PC" 16 50 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"193" 193 "Advance Wars" "GameBoyAdvance" 16 65 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
"194" 194 "Vagrant Story" "PlayStation" 16 60 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195" 195 "What Remains of Edith Finch" "XboxOne" 16 49 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196" 196 "Team Fortress 2" "PC" 16 66 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"197" 197 "System Shock 2" "PC" 16 66 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"198" 198 "Tom Clancy's Splinter Cell: Chaos Theory" "PC" 16 62 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"199" 199 "Final Fantasy XII" "PlayStation2" 16 50 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"200" 200 "Undertale" "PlayStation4" 16 40 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"201" 201 "Madden NFL 2003" "GameCube" 16 60 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"202" 202 "The Witcher 3: Wild Hunt" "PlayStation4" 16 67 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"203" 203 "Super Mario World: Super Mario Advance 2" "GameBoyAdvance" 16 64 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"204" 204 "ESPN NFL 2K5" "Xbox" 16 64 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"205" 205 "Super Smash Bros. Melee" "GameCube" 16 66 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"206" 206 "Madden NFL 2003" "Xbox" 16 56 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"207" 207 "Rome: Total War" "PC" 16 66 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
"208" 208 "Forza Motorsport 3" "Xbox360" 16 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"209" 209 "Okami HD" "PC" 16 51 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"210" 210 "Undertale" "PC" 16 58 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"211" 211 "Batman: Arkham Asylum" "Xbox360" 16 62 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"212" 212 "Super Mario Sunshine" "GameCube" 16 61 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"213" 213 "SSX 3" "Xbox" 16 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"214" 214 "SoulCalibur II" "Xbox" 16 64 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"215" 215 "Tony Hawk's Pro Skater" "PlayStation" 16 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"216" 216 "Thief: The Dark Project" "PC" 16 65 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"217" 217 "Fire Emblem: Awakening" "3DS" 16 66 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"218" 218 "Age of Empires II: The Age of Kings" "PC" 16 65 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
"219" 219 "Final Fantasy X" "PlayStation2" 16 63 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"220" 220 "Prince of Persia: The Sands of Time" "GameCube" 16 57 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"221" 221 "The Walking Dead: A Telltale Games Series" "Xbox360" 16 61 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"222" 222 "Unreal Tournament (1999)" "PC" 16 65 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"223" 223 "Sid Meier's Alpha Centauri" "PC" 16 65 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"224" 224 "Wave Race 64" "Nintendo64" 16 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"225" 225 "Galactic Civilizations II: Twilight of the Arnor" "PC" 16 59 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"226" 226 "Super Smash Bros. for Wii U" "WiiU" 16 65 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"227" 227 "Guitar Hero II" "PlayStation2" 16 60 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"228" 228 "Into the Breach" "Switch" 16 56 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"229" 229 "Final Fantasy VII" "PlayStation" 16 67 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"230" 230 "Rock Band" "PlayStation3" 16 59 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"231" 231 "Chrono Trigger" "DS" 16 64 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"232" 232 "Bayonetta 2" "Switch" 16 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"233" 233 "Journey" "PlayStation3" 16 63 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"234" 234 "Xenoblade Chronicles" "Wii" 16 65 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"235" 235 "Conker's Bad Fur Day" "Nintendo64" 16 66 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"236" 236 "Medal of Honor" "PlayStation" 16 62 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"237" 237 "PaRappa the Rapper" "PlayStation" 16 49 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"238" 238 "Rock Band 2" "Xbox360" 16 58 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"239" 239 "Mario Kart 8 Deluxe" "Switch" 16 61 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"240" 240 "INSIDE" "Switch" 16 59 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"241" 241 "The ICO & Shadow of the Colossus Collection" "PlayStation3" 16 61 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0
"242" 242 "Rayman Origins" "Wii" 16 60 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0
"243" 243 "Metroid Prime 2: Echoes" "GameCube" 16 63 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"244" 244 "Out of the Park Baseball 17" "PC" 16 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"245" 245 "Metroid Fusion" "GameBoyAdvance" 16 65 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"246" 246 "The Witcher 3: Wild Hunt - Blood and Wine" "PC" 16 67 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"247" 247 "Final Fantasy VI Advance" "GameBoyAdvance" 16 61 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"248" 248 "Rayman Legends" "WiiU" 16 62 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"249" 249 "Tiger Woods PGA Tour 2003" "PC" 16 25 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"250" 250 "Madden NFL 2005" "Xbox" 15 52 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"251" 251 "Super Street Fighter IV" "Xbox360" 15 51 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"252" 252 "Pac-Man Championship Edition DX" "PlayStation3" 15 52 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"253" 253 "Rock Band 2" "PlayStation3" 15 54 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"254" 254 "Dark Souls II" "Xbox360" 15 54 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"255" 255 "Dishonored" "PC" 15 59 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"256" 256 "ESPN NFL Football" "PlayStation2" 15 60 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"257" 257 "Medal of Honor: Allied Assault" "PC" 15 61 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"258" 258 "Myth: The Fallen Lords" "PC" 15 62 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"259" 259 "LittleBigPlanet 2" "PlayStation3" 15 59 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"260" 260 "Guitar Hero" "PlayStation2" 15 62 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"261" 261 "World of Warcraft: Wrath of the Lich King" "PC" 15 51 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"262" 262 "Rock Band 3" "Wii" 15 43 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"263" 263 "Metroid Prime Trilogy" "Wii" 15 66 0 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"264" 264 "Overwatch" "PC" 15 42 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"265" 265 "F1 Challenge '99-'02" "PC" 15 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"266" 266 "Tony Hawk's Pro Skater 4" "GameCube" 15 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"267" 267 "Madden NFL 2001" "PlayStation2" 15 53 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"268" 268 "Baldur's Gate" "PC" 15 64 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"269" 269 "Bayonetta 2" "WiiU" 15 65 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"270" 270 "The Witcher 3: Wild Hunt" "XboxOne" 15 67 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"271" 271 "Rock Band 3" "PlayStation3" 15 55 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"272" 272 "Klonoa 2: Lunatea's Veil" "PlayStation2" 15 65 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"273" 273 "IL-2 Sturmovik" "PC" 15 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"274" 274 "Mario Tennis" "Nintendo64" 15 64 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"275" 275 "FreeSpace 2" "PC" 15 63 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"276" 276 "Colony Wars" "PlayStation" 15 55 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"277" 277 "Metal Gear Solid V: The Phantom Pain" "PC" 15 53 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"278" 278 "Ratchet & Clank: Up Your Arsenal" "PlayStation2" 15 67 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"279" 279 "Resident Evil" "GameCube" 15 68 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"280" 280 "FIFA Soccer 10" "PlayStation3" 15 50 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"281" 281 "Assassin's Creed II" "PlayStation3" 15 61 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"282" 282 "Metal Gear Solid 3: Snake Eater" "PlayStation2" 15 65 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"283" 283 "Twisted Metal: Black" "PlayStation2" 15 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"284" 284 "Spyro: Year of the Dragon" "PlayStation" 15 64 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"285" 285 "Tomb Raider" "PlayStation" 15 60 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"286" 286 "Overwatch" "XboxOne" 15 33 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"287" 287 "Resident Evil 4: Wii Edition" "Wii" 15 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"288" 288 "Shadow of the Colossus" "PlayStation2" 15 66 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"289" 289 "Forza Horizon 3" "XboxOne" 15 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"290" 290 "Peggle" "PlayStation3" 15 48 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"291" 291 "The Legend of Zelda: Ocarina of Time / Master Quest" "GameCube" 15 64 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"292" 292 "Borderlands 2" "PlayStation3" 15 57 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"293" 293 "Tom Clancy's Splinter Cell" "PC" 15 60 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"294" 294 "Kentucky Route Zero - Act III" "PC" 15 41 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"295" 295 "NCAA Football 2003" "PlayStation2" 15 59 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"296" 296 "Crysis" "PC" 15 55 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"297" 297 "Ninja Gaiden" "Xbox" 15 64 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"298" 298 "God of War: Chains of Olympus" "PSP" 15 61 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"299" 299 "DOA2: Hardcore" "PlayStation2" 15 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"300" 300 "World of Warcraft: The Burning Crusade" "PC" 15 55 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"301" 301 "MLB 10: The Show" "PlayStation3" 15 57 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"302" 302 "Shadow of the Colossus" "PlayStation4" 15 60 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"303" 303 "Yoshi's Island: Super Mario Advance 3" "GameBoyAdvance" 15 64 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"304" 304 "The Witcher 3: Wild Hunt - Blood and Wine" "PlayStation4" 15 63 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"305" 305 "Tiger Woods PGA Tour 2005" "PC" 15 20 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"306" 306 "ESPN NFL Football" "Xbox" 15 62 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"307" 307 "NCAA Football 2003" "GameCube" 15 56 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"308" 308 "The Longest Journey" "PC" 15 63 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"309" 309 "Tony Hawk's Pro Skater 2" "PC" 15 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"310" 310 "Star Wars Jedi Knight: Dark Forces II" "PC" 15 61 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"311" 311 "Batman: Arkham Asylum" "PC" 15 62 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"312" 312 "Halo: Reach" "Xbox360" 15 56 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"313" 313 "Galactic Civilizations II: Dark Avatar" "PC" 15 58 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"314" 314 "Mass Effect" "Xbox360" 15 62 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"315" 315 "The Operative: No One Lives Forever" "PC" 15 63 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"316" 316 "Forza Motorsport 4" "Xbox360" 15 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"317" 317 "Resident Evil" "PlayStation" 15 66 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"318" 318 "Battlefield 2" "PC" 15 59 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"319" 319 "God of War Collection" "PlayStation3" 15 62 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0
"320" 320 "Celeste" "PlayStation4" 15 38 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"321" 321 "Madden NFL 2005" "PlayStation2" 15 54 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"322" 322 "Tony Hawk's Pro Skater 3" "GameCube" 15 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"323" 323 "Street Fighter IV" "PC" 15 54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"324" 324 "Fallout 3" "PC" 15 54 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"325" 325 "Batman: Arkham City" "PC" 15 62 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"326" 326 "Fez" "PC" 15 42 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"327" 327 "Planescape: Torment" "PC" 15 67 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"328" 328 "Sonic Mania Plus" "Switch" 15 62 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"329" 329 "Gears of War 3" "Xbox360" 15 54 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"330" 330 "Killzone 2" "PlayStation3" 15 56 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"331" 331 "Neverwinter Nights" "PC" 15 56 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"332" 332 "Batman: Arkham Asylum" "PlayStation3" 15 64 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"333" 333 "Castlevania: Aria of Sorrow" "GameBoyAdvance" 15 63 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
